qseqid,frequency
"Achromobacter sp. 77 chromosome, complete genome",1
"Homo sapiens isolate 143540141 neuroblastoma breakpoint family member 10 (NBPF10) gene, partial cds",1
"Uncultured bacterium clone F5K2Q4C04IW4BH 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04J453J 23S ribosomal RNA gene, partial sequence",1
"Methylobacterium radiotolerans JCM 2831 plasmid pMRAD01, complete sequence",1
"Uncultured bacterium clone NS-OTU29 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nbt35a02 16S ribosomal RNA gene, partial sequence",1
"Chryseobacterium cucumeris strain X180 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain A16EC0618 chromosome, complete genome",2
"Saccharomyces cerevisiae strain M7 26S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ECH_aai39e06 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone NC5F3e4_8730 16S ribosomal RNA gene, partial sequence",1
"Recombination vector pAdHTS, complete sequence",1
"Cladosporium hillianum strain CBS 125988 28S ribosomal RNA gene, partial sequence",1
"Pseudoalteromonas lipolytica strain VSW332 16S ribosomal RNA gene, partial sequence",1
"Planococcus massiliensis strain ES2 16S ribosomal RNA, partial sequence",1
"Uncultured bacteria clone 905_FAP.7143 16S ribosomal RNA gene, partial sequence",1
"Fusarium oxysporum strain Mil3 5.8S ribosomal RNA gene and internal transcribed spacer 2, partial sequence",1
"Lentilactobacillus laojiaonis strain IM3328 chromosome, complete genome",1
"PREDICTED: Camelus bactrianus mediator complex subunit 13 (MED13), transcript variant X2, mRNA",1
Uncultured bacterium A1Q1_fos_4 genomic sequence,1
"Uncultured bacterium clone pLWFae-12 formaldehyde-activating enzyme (fae) gene, partial cds",1
"Uncultured Propionibacterium sp. partial 16S rRNA gene, clone E10 Bg1-24 r",2
"Azoarcus sp. KH32C DNA, complete genome",2
"Enterobacter hormaechei strain KCJ3K19 chromosome, complete genome",1
"Storeatula sp. CCMP1868 strain CCMP 1868 28S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, isolate: DGGE: 19",1
"Uncultured bacterium clone MI27-1_E02_MI27-1_008_818 16S ribosomal RNA gene, partial sequence",1
"A.aquaticus 5S ribosomal RNA, complete sequence",1
"PREDICTED: Hordeum vulgare subsp. vulgare 5S ribosomal RNA (LOC123414949), rRNA",1
"Escherichia coli strain RIVM_C029020 chromosome, complete genome",1
"Uncultured bacterium clone nck211g06c1 16S ribosomal RNA gene, partial sequence",1
"Burkholderia sp. JA10 gene for 16S rRNA, partial sequence",2
"Uncultured bacterium clone 36DCMB09 16S ribosomal RNA gene, partial sequence",1
"Uncultured Flavobacteriaceae bacterium clone SD14S22-c01 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone S2_4_1100 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone T2S19_1432 16S ribosomal RNA gene, partial sequence",1
"Escherichia fergusonii strain Seq04bactislung 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacteria partial 16S rRNA gene, clone 00C18",1
"Uncultured bacterium clone F1Q32TO05GDGHU 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone sls0216 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_07502 POM121 gene, encodes complete protein",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus03125",1
"Uncultured bacterium clone ASV_1697 16S ribosomal RNA gene, partial sequence",1
"Herbaspirillum frisingense strain R19G 16S ribosomal RNA gene, partial sequence",1
"Firmicutes bacterium GUDS1121 16S ribosomal RNA gene, partial sequence",1
"Uncultured marine bacterium clone FJ-SC25 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ABF-HL8-5 16S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone AB_05_23 16S ribosomal RNA gene, partial sequence",1
"Flavobacterium sp. F-323 chromosome, complete genome",1
"Uncultured alpha proteobacterium clone S1-8-10 16S ribosomal RNA gene, partial sequence",1
"Variovorax paradoxus strain S110 23S ribosomal RNA gene, complete sequence",1
Zygotorulaspora mrakii strain NRRL Y-6702 chromosome 4,1
"Klebsiella pneumoniae strain 8695 chromosome, complete genome",1
"Uncultured bacterium clone S12_036 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone CAL1d05 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome 1 clone RP11-290M5, complete sequence",1
"Sphingomonas sp. SLAU-12 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Pedospumella sp. Jangsampo120217C5 leucoplast, complete genome",1
"Bosea vaviloviae strain Vaf-17 16S-23S ribosomal RNA intergenic spacer and 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone Nera_L6-F1-T7",1
"Shinella sp. strain BYT-60 16S ribosomal RNA gene, partial sequence",2
"Pseudomonas putida strain PsF84 16S ribosomal RNA gene, partial sequence",1
"Micavibrio aeruginosavorus strain ARL-13 23S ribosomal RNA gene, complete sequence",1
"Serratia marcescens strain LVF3 plasmid p87710, complete sequence",1
"PREDICTED: Macaca fascicularis spalt like transcription factor 1 (SALL1), transcript variant X3, mRNA",1
"Acidovorax ebreus strain TPSY 23S ribosomal RNA gene, complete sequence",1
"Homo sapiens epididymis luminal protein 4 (HEL4) mRNA, complete cds",1
"Leuconostoc sp. strain E12 16S ribosomal RNA gene, partial sequence",2
"Paludibacterium yongneupense strain BCRC 80531 chromosome, complete genome",1
"Uncultured bacterium clone SupB2020 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone A49 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Jaculus jaculus 28S ribosomal RNA (LOC123457586), rRNA",1
"Enterobacter cloacae strain SK_C-2 16S ribosomal RNA gene, partial sequence",1
"Scrippsiella sp. CS297 large subunit ribosomal RNA gene, partial sequence",1
"Pantoea dispersa strain AHKW2b plasmid pAHKW2b.1, complete sequence",1
"Uncultured bacterium isolate 1112851586917 16S ribosomal RNA gene, partial sequence",1
"Coprinopsis brunneofibrillosa strain Dennis 1120 25S ribosomal RNA gene, partial sequence",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus02839",1
"Serratia marcescens strain 1912768R chromosome, complete genome",1
"Homo sapiens pre-mRNA processing factor 40 homolog B (PRPF40B), RefSeqGene (LRG_625) on chromosome 12",1
"Human chromosome 14 DNA sequence BAC R-689J19 of library RPCI-11 from chromosome 14 of Homo sapiens (Human), complete sequence",1
"Uncultured bacterium clone F5K2Q4C04JUQE9 23S ribosomal RNA gene, partial sequence",1
Pseudomonas cepacia 5S ribosomal RNA,1
"Pig DNA sequence from clone CH242-409K21 on chromosome 7, complete sequence",2
MAG: Candidatus Accumulibacter cognatus isolate SSA1 chromosome,1
"Uncultured bacterium clone nck187e08c1 16S ribosomal RNA gene, partial sequence",1
"Geodermatophilus obscurus strain DSM 43160 23S ribosomal RNA gene, complete sequence",1
"Xanthobacter oligotrophicus strain 29k 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens haplogroup T1a2 mitochondrion, complete genome",1
"Uncultured bacterium clone PET_Site3_LRC_1 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 8 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 635 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone GN405O8bO8 16S ribosomal RNA gene, partial sequence",1
"Pseudomonas sp. strain rbES090 16S ribosomal RNA gene, partial sequence",1
"Enterobacteria phage MS2 isolate MS2_3_FR, partial genome",2
"Homo sapiens FOSMID clone ABC13-47493800B12 from chromosome unknown, complete sequence",1
"Uncultured bacterium clone LL143-2D5 16S ribosomal RNA gene, partial sequence",1
"Uncultured organism clone ELU0159-T329-S-NIPCRAMgANa_000292 small subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone N1_3_2049 16S ribosomal RNA gene, partial sequence",1
Darwinula stevensoni,1
"16S rRNA amplicon fragment from a soil sample (ferralsol, Madagascar) resulting from a 16 days laboratory incubation experiment in the presence of 13C-enriched wheat-straw : Heavy-DNA fraction (DNA-SIP technique)",1
"Cupriavidus oxalaticus strain Ox1 chromosome 2, complete sequence",1
"Uncultured bacterium clone EMIRGE_OTU_s4t2e_535 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone BITS_URP2_W32 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome 10 clone RP11-574K11, complete sequence",1
"Synura americana strain Johae010508F 18S ribosomal RNA gene, partial sequence",1
Saccharomyces eubayanus strain 216.1 chromosome XII,1
"PREDICTED: Aegilops tauschii subsp. strangulata 5S ribosomal RNA (LOC123494239), rRNA",1
"Sphingobium yanoikuyae strain SWFU-SYC06 16S ribosomal RNA gene, partial sequence",1
"Weissella cibaria partial 16S rRNA gene, strain qz-107",1
"PREDICTED: Macaca fascicularis BEN domain containing 2 (BEND2), transcript variant X2, mRNA",1
"Uncultured beta proteobacterium clone Skagen106 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ncd2151f08c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JOM8Z 23S ribosomal RNA gene, partial sequence",1
Oscillibacter hominis strain NSJ-62 chromosome,1
"Methylobacterium populi BJ001, complete genome",2
"Rhodoplanes oryzae partial 16S rRNA gene, type strain JA793T",1
"Klebsiella pneumoniae strain KP/15 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone NBBSP0908_93 16S ribosomal RNA gene, partial sequence",1
"Citrobacter freundii RTE-E5 DNA, complete genome: sequence1",1
"Clostridium saccharobutylicum strain NCP262 5S ribosomal RNA, complete sequence",1
"Thermomicrobium carboxidum strain KI3 16S ribosomal RNA, partial sequence",1
"Uncultured bacterium clone BYL38-92 16S ribosomal RNA gene, partial sequence",3
"Uncultured Glomeraceae partial 18S rRNA gene, isolate sequence167",1
"Enterobacter ludwigii strain 196 chromosome, complete genome",1
"Uncultured fungus gene for 18S rRNA, partial sequence, isolate: DGGE Band J",1
Uncultured bacterium 98 genomic sequence,1
MAG: Gemmatimonadota bacterium isolate bin741 chromosome,1
"Synthetic construct Homo sapiens clone ccsbBroadEn_06108 DNASE1L1 gene, encodes complete protein",1
"Homo sapiens chromosome 10 clone RP11-162A23, complete sequence",1
"Uncultured bacterium clone ncm75a10c1 16S ribosomal RNA gene, partial sequence",1
Uncultured bacterium AD264-E4 genomic sequence,1
"Clostridium perfringens strain ATCC 13124 23S ribosomal RNA gene, complete sequence",1
Aquabacter sp. L1I39 chromosome,2
"Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 chromosome, complete genome",1
"Escherichia coli strain MSI001 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04I2QF2 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ncd1343e08c1 16S ribosomal RNA gene, partial sequence",1
"Acinetobacter junii strain AJ_351 plasmid pAJ_351-2, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04JFWMF 23S ribosomal RNA gene, partial sequence",1
"Klebsiella pneumoniae strain T69 chromosome, complete genome",1
"Uncultured bacterium clone S24_094 16S ribosomal RNA gene, partial sequence",1
"Suaeda puertopenascoa voucher UCSB043471 external transcribed spacer, partial sequence; and 18S small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 26S large subunit ribosomal RNA gene, complete sequence",1
Homo sapiens poly(ADP-ribose) polymerase family member 4 pseudogene 2 (PARP4P2) on chromosome 13,1
"Agrobacterium rhizogenes strain A4 chromosome 1, complete sequence",1
"Uncultured bacterium clone SGUS1529 16S ribosomal RNA gene, partial sequence",1
"Uncultured beta proteobacterium clone AGCO25 16S ribosomal RNA gene, partial sequence",1
"Acinetobacter baumannii strain HP57 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Macaca fascicularis TRPM8 channel associated factor 1 (TCAF1), transcript variant X4, mRNA",1
"Saprolegnia ferax strain CCF1301 28S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_15764 RPL13A gene, encodes complete protein",1
"Weissella confusa strain MACS1 16S ribosomal RNA gene, partial sequence",1
"Brucella anthropi strain T210003 chromosome 1, complete sequence",2
"Ichthyosporea sp. ex Tenebrio molitor 28S ribosomal RNA gene, partial sequence",2
"Homo sapiens FOSMID clone ABC13-49763000J24 from chromosome 4, complete sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_14682 JUN gene, encodes complete protein",1
"Naumovozyma dairenensis CBS 421 chromosome 3, complete genome",1
"Uncultured beta proteobacterium clone OTU-24-40m.ABB 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens FOSMID clone ABC10-44449300I13 from chromosome unknown, complete sequence",1
"Pan troglodytes BAC clone CH251-490F13 from chromosome 1, complete sequence",1
"Gymnodinialimonas ceratoperidinii strain J12C1-MA-4 chromosome, complete genome",1
"Theobroma grandiflorum 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 26S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone QKAB1ZC081 16S ribosomal RNA gene, partial sequence",1
"Pusillimonas sp. T7-7 strain T7-7 23S ribosomal RNA, complete sequence",1
"uncultured Blautia sp. isolate Blautia sp. canine HQ MAG genome assembly, chromosome: 1",1
"Microbacterium resistens strain MZT7 chromosome, complete genome",2
"Uncultured bacterium clone F5K2Q4C04IRQ7O 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone soil6-2 16S ribosomal RNA gene, partial sequence; 16S-23S intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Delftia lacustris strain FDAARGOS_890 chromosome, complete genome",1
"Quercus petraea isolate DM324 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: MPB2-68",1
"Uncultured sludge bacterium A16 16S ribosomal RNA gene, partial sequence",1
Homo sapiens ADP ribosylation factor like GTPase 17A pseudogene (LOC102724345) on chromosome 17,1
"Derxia gummosa strain SCR10 16S ribosomal RNA gene, partial sequence",1
"Enterobacteriaceae bacterium DHL-15 gene for 16S rRNA, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JDPTY 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 0p7_2615 16S ribosomal RNA gene, partial sequence",1
Mouse leukemia Arg-tRNA-1,1
"Homo sapiens chromosome 15 clone VMRC54-161F10, complete sequence",1
"Uncultured bacterium clone DR220 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_03028 RBMX gene, encodes complete protein",1
"Pseudovibrio sp. strain HNIBRBA773 16S ribosomal RNA gene, partial sequence",1
"Chlamydomonas sp. CCMP236 strain CCMP 236 26S ribosomal RNA gene, partial sequence",1
"Saccharomyces cerevisiae strain L105-2 26S ribosomal RNA gene, partial sequence",1
"Euglena deses strain ASW 08076 small subunit ribosomal RNA gene, partial sequence",1
"Uncultured prokaryote clone Shf4-24 16S ribosomal RNA gene, partial sequence",1
Homo sapiens capicua transcriptional repressor pseudogene 14 (CICP14) on chromosome 7,1
"Dichelobacter nodosus strain CIP 107042 16S ribosomal RNA, partial sequence",1
"Uncultured bacterium clone MD275 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone EPS002_72 16S ribosomal RNA gene, partial sequence",1
"Brassica rapa genome assembly, chromosome: A05",2
"Cryptophyta sp. CCMP2293 chloroplast, complete genome",1
"Uncultured bacterium clone F5K2Q4C04JM3UL 23S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone FMWB29 16S ribosomal RNA gene, partial sequence",1
"Actinobacteria bacterium IMCC26103 chromosome, complete genome",1
"Uncultured bacterium clone GKJWQY101BEL9D 23S ribosomal RNA gene, partial sequence",1
"Uncultured Planctomyces sp. clone OTU-14-AFB 16S ribosomal RNA gene, partial sequence",1
"Hyphomicrobium sp. MC1 strain MC1 5S ribosomal RNA, complete sequence",1
"Uncultured bacterium clone MBR141 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain A1GWS17-21(1)-E1 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone GS1-345D13 from 7, complete sequence",1
"Uncultured Variovorax sp. clone F5OHPNU07IDGBA 16S ribosomal RNA gene, partial sequence",1
"Parageobacillus toebii strain NEB718 chromosome, complete genome",1
"Human DNA sequence from clone RP11-149B7 on chromosome 13, complete sequence",1
"Alcanivorax sp. NBRC 101098 DNA, complete genome",1
MAG: Exiguobacterium profundum isolate SSD5 chromosome,1
"Uncultured bacterium clone nbu395b07c1 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Macaca fascicularis iduronate 2-sulfatase (IDS), transcript variant X3, mRNA",1
"Human DNA sequence from clone RP11-130N24 on chromosome Xq13.3-21.2, complete sequence",1
"PREDICTED: Hordeum vulgare subsp. vulgare 18S ribosomal RNA (LOC123414571), rRNA",1
"Uncultured bacterium partial 16S rRNA gene, clone SX030465",1
"Uncultured bacterium clone DVASW_J169 16S ribosomal RNA gene, partial sequence",1
"Flavobacterium sp. strain PT-3 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain OSUCMP42NDM chromosome, complete genome",1
"Salmonella enterica subsp. enterica strain P29 chromosome, complete genome",1
"Uncultured bacterium clone FS2_SO_249 16S ribosomal RNA gene, partial sequence",2
Homo sapiens 3 BAC RP11-402J7 (Roswell Park Cancer Institute Human BAC Library) complete sequence,1
"PREDICTED: Macaca fascicularis zinc finger protein 430 (LOC102134786), transcript variant X3, mRNA",1
"Uncultured bacterium clone S2_3_1084 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IM6LI 23S ribosomal RNA gene, partial sequence",3
"Nannochloropsis oceanica strain LAMB0001 chloroplast, partial genome",1
"Klebsiella pneumoniae strain BM336-2-1 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04JQ8L6 23S ribosomal RNA gene, partial sequence",1
"Euglena sanguinea strain NC 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone KG15EPSH10 23S ribosomal RNA gene, partial sequence",1
"Leclercia adecarboxylata strain QAU66 16S ribosomal RNA gene, partial sequence",1
"MAG: Acidobacteriota bacterium isolate Kalu_18-Q3-R12-55_MAXAC.198_cln chromosome, complete genome",2
"Uncultured bacterium clone 7713g 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain BAB-276 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone AK1d_68r_68f 16S ribosomal RNA gene, partial sequence",1
"Uncultured Enterobacter sp. clone E3-01QJO 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Macaca fascicularis distal membrane arm assembly component 2 like (DMAC2L), transcript variant X5, mRNA",1
"Burkholderia seminalis strain Ali-11 16S ribosomal RNA gene, partial sequence",1
"Synura glabra strain Dohak111107C 28S ribosomal RNA gene, partial sequence",1
"Lysinibacillus sp. strain UADEC25 16S ribosomal RNA gene, partial sequence",1
"Microbulbifer elongatus strain DSM 6810 chromosome, complete genome",1
"Lactobacillus delbrueckii subsp. lactis strain CIDCA 133 chromosome, complete genome",1
"Homo sapiens FOSMID clone ABC27-973M18 from chromosome 2, complete sequence",1
"Homo sapiens genomic DNA, chromosome 11 clone:RP11-817I5, complete sequence",1
"Bradyrhizobium diazoefficiens strain 41_2 chromosome, complete genome",1
"Tetraselmis suecica strain CCMP 904 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",1
"Beijerinckia indica subsp. indica strain Delft E.III.12.1.1 23S ribosomal RNA gene, complete sequence",1
"Ambrosiozyma platypodis strain DUCC 7003 28S ribosomal RNA gene, partial sequence",1
"Burkholderia stabilis strain WZ10-3 16S ribosomal RNA gene, partial sequence",1
"Weissella kimchii 16S ribosomal RNA gene, partial sequence; tRNA-Ile and tRNA-Ala genes, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP3-423B22 on chromosome 1p33-35.3, complete sequence",1
"Synura spinosa strain Igyo111107A 28S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JB9CT 23S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain 1585m1 chromosome, complete genome",1
"Uncultured sludge bacterium clone A10 16S ribosomal RNA gene, partial sequence",1
"Advenella sp. strain 328 16S ribosomal RNA gene, partial sequence",1
"Sulfurospirillum multivorans strain DSM 12446 23S ribosomal RNA gene, complete sequence",1
"Homo sapiens NudC domain containing 1 (NUDCD1), transcript variant 2, mRNA",1
"Xanthobacter dioxanivorans strain YN2 chromosome, complete genome",1
"Escherichia coli strain no107 chromosome, complete genome",1
"Cryptomonas curvata plastid partial ribosomal RNA operon, strain CCAC 0006",1
"Uncultured bacterium clone nbw436a06c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone PL 123 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli DNA, complete genome, strain: WP5-S17-ESBL-10",1
Saccharomyces cerevisiae strain S288C-SK1-cross isolate tetrad 8 spore a chromosome XIV,2
"Uncultured bacterium clone 2492 16S ribosomal RNA gene, partial sequence",1
"Asticcacaulis sp. AND118 chromosome 1, complete sequence",1
"Uncultured eukaryote clone KRL01E32 18S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain 438602 chromosome, complete genome",2
"Kazachstania naganishii CBS 8797 chromosome 9, complete genome",1
"Homo sapiens FOSMID clone ABC14-1111722M7 from chromosome unknown, complete sequence",1
"Homo sapiens midasin AAA ATPase 1 (MDN1), RefSeqGene on chromosome 6",1
"Sphingomonas sp. strain YC297_M 16S ribosomal RNA gene, partial sequence",2
"Stutzerimonas stutzeri strain S116 chromosome, complete genome",1
"Comamonas sp. strain ASH2 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome 8, clone CTD-3214K23, complete sequence",1
"Escherichia coli strain ECJXMCRH7 chromosome, complete genome",2
"Uncultured bacterium clone GKJWQY101A9VO4 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone LIB090_028_0856 16S ribosomal RNA gene, partial sequence",1
"Uncultured Bacteroidetes bacterium clone vj1_b10 16S ribosomal RNA gene, partial sequence",1
"Comamonas sp. strain BS2 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck314e06c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone T(33N)40 16S ribosomal RNA gene, partial sequence",1
"Flavobacterium ammonificans SHINM13 DNA, complete genome",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus01956",1
"Miltoncostaea marina strain SCSIO 60955 chromosome, complete genome",1
"Uncultured bacterium clone SINI993 16S ribosomal RNA gene, partial sequence",1
"Dechloromonas sp. strain CS-1 16S ribosomal RNA gene, partial sequence",1
"Acinetobacter pittii strain AP2044 plasmid pAP2044-1, complete sequence",1
"Uncultured bacterium clone JT11_F5JCSIS01AL528 16S ribosomal RNA gene, partial sequence",1
"Paludibacterium paludis strain BCRC 80514 chromosome, complete genome",1
"Homo sapiens BAC clone CTB-119C2 from 7, complete sequence",1
"Flavobacterium gelidilacus strain PAMC 27103 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 3G1G 23S ribosomal RNA gene, partial sequence",1
"MAG: uncultured Celerinatantimonas sp. isolate 1 genome assembly, chromosome: CENE_genome",1
"Uncultured beta proteobacterium clone MRS5-15 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens clone ABC9_3_5_000046294200_J1 chromosome 22 sequence, complete sequence",1
"Human chromosome 14 DNA sequence BAC R-596D21 of library RPCI-11 from chromosome 14 of Homo sapiens (Human), complete sequence",1
"Bosea massiliensis strain Tibetlhz-50 16S ribosomal RNA gene, partial sequence",1
"Zygosaccharomyces gambellarensis CBS 12191 18S rRNA gene, partial sequence; from TYPE material",1
"Bos taurus genome assembly, chromosome: 27",1
"Methylomonas methanica strain MC09 23S ribosomal RNA gene, complete sequence",1
"Starkeya sp. HF14-78462 partial 16S rRNA gene, strain Starkeya veronica HF14-78462",1
Klebsiella pneumoniae strain KP59 chromosome,1
"Chlamydomonas bacca strain SAG 24.87 voucher SAG:24.87 26S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain XH993 chromosome, complete sequence",1
"Homo sapiens uncharacterized LOC729218 (LOC729218), transcript variant 1, non-coding RNA",1
"Uncultured bacterium clone F5K2Q4C04JRM3M 23S ribosomal RNA gene, partial sequence",1
"Paracoccus panacisoli strain DCY94 16S ribosomal RNA gene, partial sequence",1
"Corynebacterium lizhenjunii strain ZJ-599 chromosome, complete genome",1
"Homo sapiens TIMELESS interacting protein (TIPIN), transcript variant 8, mRNA",1
"Homo sapiens M-phase specific PLK1 interacting protein (MPLKIP), RefSeqGene (LRG_468) on chromosome 7",1
"Fluviicola taffensis strain RW262 23S ribosomal RNA gene, complete sequence",1
Pseudomonas versuta strain Colony239 chromosome,1
"Uncultured bacterium clone B02r1u41 16S ribosomal RNA gene, partial sequence",1
"Variovorax sp. PDNC026 chromosome, complete genome",1
"Uncultured organism clone ELU0177-T472-S-NIPCRAMgANa_000782 small subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JFJJG 23S ribosomal RNA gene, partial sequence",1
"Serratia marcescens strain SCH909 chromosome, complete genome",1
"Uncultured bacterium clone 8320 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JCSAV 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04I3ZQD 23S ribosomal RNA gene, partial sequence",1
Raoultella ornithinolytica strain HJM-ICO394 chromosome,1
"Phytolacca americana voucher ENC851198 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Acinetobacter sp. strain ST10M 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone EBP1043",1
"Burkholderia vietnamiensis strain FDAARGOS_1590 chromosome 2, complete sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone EBP0985",1
"Homo sapiens chromosome unknown clone VMRC59-228P04, complete sequence",1
"Uncultured bacterium clone ASV_1254 16S ribosomal RNA gene, partial sequence",1
Salmonella enterica subsp. enterica serovar Weltevreden strain H2 chromosome,1
"Uncultured bacterium clone C10t2u32 16S ribosomal RNA gene, partial sequence",1
"Starkeya novella DSM 506, complete genome",1
"Escherichia coli DNA, complete genome, strain: WP3-S18-ESBL-09",1
"Uncultured Cryptomonadaceae gene for 18S ribosomal RNA, partial sequence, clone: Cn-St.4-86",1
"Uncultured bacterium clone W6-83 16S ribosomal RNA gene, partial sequence",1
"Uncultured Sphingobacteriales bacterium partial 16S ribosomal RNA, clone SSCP ribotype C-RS/RL/RA-9c",1
"Uncultured bacterium clone J3_6_219 16S ribosomal RNA gene, partial sequence",1
